Uniq Id,Mrp,Price,Offers,Combo Offers
5029ab0b1af21904fc60942eeb8d870c,1499.00,888.00,40.76%,
b4a99c9083e9ee24c456ca61f9a384df,6400.00,6400.00,0%,
7880fa31a8f0d3ff5be3f581dc8f5e58,299.00,295.00,1.34%,
074a7aec96cc5017099765c7f1df3010,3974.00,3179.00,20.01%,
98cbb7b0611dd7d13160ed768dcb12a9,2199.00,2199.00,0%,
dfb803f526473074012a285630de2b7e,5036.00,5036.00,0%,
66bc998ca30c018789eb07192d1bb66d,220.00,198.00,10.0%,
3dc0d72827f33fdbca0c2ff083423208,5166.00,3089.00,40.21%,
b1fed3cdb963fe48885d9540e4c44ed2,291.00,275.00,5.5%,
4941bb1f448f4d00be75706c62429136,5799.00,3595.00,38.01%,
7c954e6be8eb239fee0bd24ddc278f98,4475.00,4475.00,0%,
bd349d360d407b6f624ddc1744726266,568.00,568.00,0%,
7dd9aa107ed3c9335cfde5add16ed16b,4128.00,3292.00,20.25%,
fb5f58e96d3ad0f614c3205d484236e6,360.00,311.00,13.61%,
5782bea6213fc3998f3be9d0574e34a6,492.00,292.00,40.65%,
f5ec9e8514678a7b825013ba12f67317,1999.00,574.00,71.29%,
c15458c518d812549b4757d6e9fc0c3b,1942.00,1169.00,39.8%,
9f5d05c34ef35f578fa46789d8b1510f,9929.00,7647.00,22.98%,
84b7b537543992f1a138dcd3e2e009c0,799.00,399.00,50.06%,
33df63d0abc9cb54b4d659d5b7b02791,645.98,514.00,20.43%,
5e9b16edc612d183dc25f1b5a5e74625,600.00,489.00,18.5%,
d097e144c3d658845ff5b4bece86530f,1738.00,993.00,42.87%,
7e85f051b076a9b441a0345d9d0dc19f,340.00,333.00,2.06%,
bb84403f51ca76a7d2914958c2e43a93,699.00,595.00,14.88%,
ef29486f9536a78dd8e6aa09a9c82c90,1000.00,749.00,25.1%,
31e4407d21f098bc7f30c9324b2f51b0,660.00,450.00,31.82%,
3a76740dded530883d8be731c0f5a2f5,350.00,350.00,0%,
9dbf98960637b83e88373efd441276cd,1699.00,299.00,82.4%,
585bf6bf5c602978f4047621cae590cb,1236.00,989.00,19.98%,
4c97a0d41662686956197f51a4e86ebd,4285.00,4285.00,0%,
7602f259a7d1d2c35904f1aca7f43923,7034.50,7034.50,0%,
cb1a41923bbc34b58dee36de73f4003f,270.00,249.00,7.78%,
2ebf7998ab6e7ebb0e0694163bae8c21,3499.00,3062.00,12.49%,
bf86334746d34a577bca2f426258f05c,10699.00,6479.00,39.44%,
a215df6e39a63828223725d8bde6e741,58.00,58.00,0%,
f26d53f8d667ca57d851884a4dada46a,15799.00,9469.00,40.07%,
f1046361c5b860418950428671fb280a,6899.00,4099.00,40.59%,
e526cad85fd11be122b61ef7a3c472ee,270.00,270.00,0%,
7ec37e5cbf0a2cd47cb1a0b2014f7418,3591.00,3591.00,0%,
c21a8f611a3f85885265ec4d2fdfc0bf,6178.00,3530.00,42.86%,
41e2838a6b9bf520226b21821cbfc7ab,700.00,663.00,5.29%,
3c20f514209054c9c59b7eaf63e29310,110.00,79.00,28.18%,
5fdffec8f62d74c769efc513ada3237a,1224.00,1021.00,16.58%,
41faad34411bebb0058f6ff917812f61,800.00,340.00,57.5%,
233bb112726d50c8ed29caff17e69ae6,1299.00,1049.00,19.25%,
27338004e6a438e844affc730208478c,343.00,289.00,15.74%,
182868ae01667d2828f17efb5c162c5e,8999.00,8785.00,2.38%,
175109ca23422b20a26eac4582a49842,75.00,60.00,20.0%,
c025b83c76c26bd20dee38f30bdf8490,5546.00,5546.00,0%,
86846a3057faf0f3a5fb328991679b41,8074.00,8074.00,0%,
6b62a32f29f825eca000d758f5aa8a47,395.00,300.00,24.05%,
71b37248ce425279a0b837f7dcd430e7,2050.00,2050.00,0%,
faf9a398f03c7cd06b787162b2ef30de,8070.00,6327.00,21.6%,
81b6c4b14a05bcf46ee32cfb5d28faa5,9197.00,4950.00,46.18%,
1c0d1a3ab95fada6b3ce3fdf80831ad5,4499.00,2679.00,40.45%,
7261e137d68cd21cf2e54e7b6cf2de45,3254.00,3254.00,0%,
47bece01b6b0821e02b5efdb67eaee3e,2548.00,2548.00,0%,
b3349ed0fbac2fac6df04557c33d0309,2560.00,2560.00,0%,
51b6b4038e852ec751b23c38e2d8a703,5526.00,5526.00,0%,
cdfe93110f1eda890b1a70791c23fa23,2000.00,2000.00,0%,
3f34db9d899098a02194dc5b1179f5bf,1299.00,999.00,23.09%,
3b0b24d2d40c6f71fa9e19e51b422607,6285.00,4927.00,21.61%,
c6aedc6b8c9e561bc61a6fe90771099e,1990.00,1990.00,0%,
771c2be8e064435de6eb37c8f7aaecf7,8771.00,5012.00,42.86%,
916206ec93027ec46d89300fe0c8746d,3851.00,3851.00,0%,
ccdb5975fdd8c56b3ae10d0c16588cd8,2445.00,1317.00,46.13%,
b3c01d50fafff5cb068cf3467092c533,200.00,190.00,5.0%,
c1461cfcce1862b1ebc7ddf7bcd1a66f,3999.00,3107.00,22.31%,
b82ce7b9f6fb28b7a76a606bef32ae9a,5000.00,3246.00,35.08%,
7d38652eb563d8ca6a5fd02a997493c2,387.00,387.00,0%,
ec7cd2f3af2560d49076bf64694a789a,349.00,349.00,0%,
92cb1c9d8d09a17a51f3e1ce8f6f7d11,5499.00,5298.00,3.66%,
67c905750a2772340a886096851613a4,399.00,299.00,25.06%,
eff39766ac7d681c78e83a9eca202291,288.00,286.00,0.69%,
ea1db0900759ffcf3327a9f960b52ce8,,635.00,0%,
ffd335acdcbdccc72fdd7ac4ada79027,550.00,495.00,10.0%,
25eccba40e2f5d464daebf6b176fb7cb,400.00,120.00,70.0%,
2e1bc00c6984a2427ced03d272725ef0,9600.00,9600.00,0%,
314e75c04f9145a2346a2b4d55167c6b,13197.00,4399.00,66.67%,
e6c7e9fc297e1d4c23f1ba8e95cfe876,21897.00,7299.00,66.67%,
76a28a6dfb93b55efb4b39727879ef33,330.00,330.00,0%,
475d864ee8b3d9fcab1b9c3b9bd191a5,2006.00,1856.00,7.48%,
a14502850af2ef5675ac402cd592d384,1687.00,964.00,42.86%,
6ca0c846a21f62667e9137e339e5b5fb,266.00,225.00,15.41%,
d95cfa2c31127e4388bbd4c3e623137d,235.00,235.00,0%,
ab83c4c0ee6cf5eb560dd514a0f7a7e8,700.00,440.00,37.14%,
63110cbe7fd975a31cfbe98f58a6d305,1899.00,1899.00,0%,
960a9f20aeb3d344b84daa9b2f83db55,5240.00,5240.00,0%,
967590ded1cf86508e11cc80c078c8b7,300.00,175.00,41.67%,
d5fc7c3875b3226f083be315875084c1,2816.00,1609.00,42.86%,
d1711643831afa244e80d389cc572986,,,,
2e6a7fc901f53f4b392cbc998dd3d7ce,477.00,477.00,0%,
28bed5e9ab3759f821e4e445299a3d23,500.00,500.00,0%,
bee379b18342622ad03df0d3a6b4ff18,4619.00,2771.00,40.01%,
175e9778d434a35cdaf97acba173f117,3782.00,3782.00,0%,
5620d5e84dc159bec751f1697d4c5cbf,1050.00,769.00,26.76%,
ebbcf8e49bffd088ef701a0c79939ab8,1386.00,1067.00,23.02%,
1ae1f8ef7ac930d205f9a746072a3d3e,375.00,335.00,10.67%,
fea8b5aad7485621eaf23aad47fdd261,699.00,300.00,57.08%,
2a072128516e758de37c7456525917d5,749.00,534.00,28.7%,
0f6a63ed0515ae916f1a7f03501b614f,7799.00,7799.00,0%,
264d5ffb8834115a91f83a900d0cb7b7,1909.00,1909.00,0%,
89f00e695462e38820caee732ad110a8,348.00,307.00,11.78%,
8a4d65fa4468fb3b4facdb5f3088fa38,399.00,399.00,0%,
a941f7f0063ba7cbe091adb92d686b24,3294.00,3294.00,0%,
76aa6af07b2b342a6ccce93ec462dfae,650.00,625.00,3.85%,
b34f2b8674f50e5fca3c220727112317,504.00,200.00,60.32%,
ca83bc1d870ca158fcaae0ff75fc3f7e,420.00,263.36,37.3%,
cbceaa17c433c11fe6f98aa15d197496,6399.00,6399.00,0%,
87dcb7f76bea74ba1623fae6144e2ffe,160.00,104.00,35.0%,
abdb86a61b9039d0ca381197be6b0fa4,564.90,564.90,0%,
a6283bba42a859a301a585aef51b634d,215.00,215.00,0%,
bcf88d5feb60a5151985a2106d7798b0,1925.00,1100.00,42.86%,
38aafa166967f794a87a5013a8998479,399.00,399.00,0%,
77b101c632627d4ded70b3437c147f91,375.00,375.00,0%,
df031a17bd3c7742c806cf491b8dd9d2,2900.00,2699.00,6.93%,
70a08b476298fe8199f5eed92594d837,349.00,249.00,28.65%,
937eccb25030e2563a7674f3b756b07a,764.00,588.00,23.04%,
9fa9bb5dc02d3fe3633298dd118268d5,349.00,325.00,6.88%,
9ba100113f10db5255654a3d2daa57dc,2299.00,2299.00,0%,
584f0604927db068f9baef79e823b7a4,659.00,574.00,12.9%,
2628e796c1a3ff5872e198298d44438b,440.00,435.00,1.14%,
46710600b6b058a7c13053dd0e9651ca,6990.00,2330.00,66.67%,
60e39b336dd05697a018cb5cb4138db0,210.00,185.00,11.9%,
aedadd43ad4639126d7691dbfe349c76,6080.00,6080.00,0%,
547f6034b83d4b9f8ee4592a977f859c,599.00,599.00,0%,
ef353ab5208bdc4f60910a94d346a2ec,1689.00,1689.00,0%,
afa2ab59ba473f5ec9a81e6c0e91d407,7290.00,7290.00,0%,
44a125ccd8ff003cac7cde217f93e0ed,349.00,259.00,25.79%,
f5b5cd0174f6869c4f8c041bfab82ef5,799.00,255.00,68.09%,
9aa06d2ebfe7fbda8e0b3626726df65d,105.00,105.00,0%,
412313991771505f6597d831ec26f580,630.00,479.00,23.97%,
c8b87922a749881cae7ba0d3c523e202,90.00,89.00,1.11%,
45de5b4e5258c0e131a574d81b9a3ff1,2598.00,821.00,68.4%,
82444933d432a2cd781834e74ae26e04,1200.00,599.00,50.08%,
7d8c55dcd39e6187e777687b45112c5e,1281.00,1131.00,11.71%,
ddfa6e7e3e95612b39cb8b637d0f69a6,1509.00,1499.00,0.66%,
7883822e39d790447a8be55ec1bf34ee,849.00,769.00,9.42%,
97817dfe8e4984cb8840b65d33115a02,5390.00,4312.00,20.0%,
52f6c0d358042c23d92571d6b8dde1a0,6508.00,5206.00,20.01%,
51093d7adfa58ace6809ac7113035a8a,2500.00,2500.00,0%,
eb0fae6572ea6bd0aa097f589cf35517,795.00,556.00,30.06%,
0d0b1f3f37053cdd9a6e0c0ab31ecf14,1389.00,1389.00,0%,
06fcdcb72932c2d210c5d6b32a9a06c7,469.00,469.00,0%,
5ea19515244a5bdffa02b0fc01d41e67,2198.00,2198.00,0%,
86b3c84dd825be7624ef594a5d4e53d8,5324.48,5324.48,0%,
6e86af0396e2623442f4fc0a15220760,4443.00,3483.00,21.61%,
a0097d34abb1dc55fa28205bb8794a2f,4258.00,4258.00,0%,
6ff5297968eb831a70525775b4c942a7,1639.00,1639.00,0%,
0eae065db79337a1b1a8315e0f794cc7,140.00,140.00,0%,
d518daf98ab18d963364272d1e8f1120,839.00,539.00,35.76%,
2af9d8c017121c46c8a1c7f24e64ec31,3819.00,3819.00,0%,
2e76d0a10d735fea5a6ffe4ed670738b,399.00,108.00,72.93%,
9ffa7a22308b9fc4c5352e69b7565275,299.00,295.00,1.34%,
ddc4221fa464b2a0f860b9b16f6cc4cf,3499.00,3087.00,11.77%,
4f9c57c64cd39fb8becd783f43a8112c,1299.00,999.00,23.09%,
0f60591b6013963d76861a9e0666fcdd,22797.00,7599.00,66.67%,
32a29985b2cb48c3406e9c3eeee82aec,180.00,180.00,0%,
8d9df278582b7658f79cbff14a54da87,99.00,99.00,0%,
e083d59f4b49a9bf2a10790750852564,8960.00,8960.00,0%,
7a42d375e9c862602f0f82e1ae27f631,2335.00,1235.00,47.11%,
ce56756a6b3ac8f094789fca57409fe4,7216.00,7216.00,0%,
0927284454969cb720d89403e6296c15,5578.50,3719.00,33.33%,
f40c6cc70ad5e9fa1476684b28a9631c,9846.00,9846.00,0%,
2f72d51e90690de2a33e2ce91c54242c,930.00,930.00,0%,
d7f0ca5abde542b35b5a0dfccdfa0484,400.00,350.00,12.5%,
da3be13c908429dcabd03b8862fb7b23,265.00,265.00,0%,
93775c9260117c593e6243d14459b69b,2894.00,2894.00,0%,
90b76bd6f72aa085be2cc3d1c88aebfc,1143.00,942.00,17.59%,
4160d9f37c5f3d45230b9f445a3a29fd,8397.00,2799.00,66.67%,
9519864b2f0cc9d6110d6a19162f1646,1173.00,972.00,17.14%,
f1f4ca6902eccb371a489950cce4abef,4219.00,4219.00,0%,
0253504b4ddfd5b6e8128eb8fec9cc79,349.00,339.00,2.87%,
7c8ff4b3fa82457792d71578df3e8a80,7040.00,7040.00,0%,
4c04b9100b5206a0527c66bca2ad5d15,3200.00,3200.00,0%,
36b9b8d887668441c4510ba49eff9a70,98.00,98.00,0%,
de7dd9d2a9d5985b67b47620171cfd1e,1000.00,1000.00,0%,
e19db035f5707e474eae1c7e3f62cf22,897.00,897.00,0%,
02ac1837df127093eaa55cf46eea888c,2189.00,2189.00,0%,
39f2356a950edb17a09132bc40d391a7,795.00,795.00,0%,
94948289a777ed8232a17fcec6d56d43,539.00,529.00,1.86%,
e14437bcbc4db70daaedf75d25888a58,1464.61,946.15,35.4%,
4b9b290011d6f7bdcd6d2951b5c96d3b,6999.00,5334.00,23.79%,
59f3e128a3f6a055443f91fa49db8946,900.00,600.00,33.33%,
46e07df32e893ad7968653b0679d045b,3523.00,3523.00,0%,
4e3d8772140f4cfc4abe3e1f0ce09f59,2739.00,1639.00,40.16%,
89f73352256b52267ee5f80fa74658b7,725.00,725.00,0%,
0fd6b80b7441a603bd0e55b4b9b5474c,6849.00,4110.00,39.99%,
702de536c7e3e81b30e161f72127bfc9,895.00,795.00,11.17%,
bbb1dfbc2793fd5a6880cde630a3b826,1925.00,1100.00,42.86%,
28991c4478e4fa36b42ea996f386b171,4399.00,2938.00,33.21%,
3ebba2cc81c4d0365671ceb867317467,1600.00,760.00,52.5%,
8ea66cf290148e69203b90fdb719ce78,1649.00,1399.00,15.16%,
fd85bab4a21cd1c77ee8fd8c1fad6fb7,7197.00,2399.00,66.67%,
fca756b694cab7682d122850a806e18d,1210.00,1210.00,0%,
b02bb2d16adee360778dcda3d8403fc8,300.00,300.00,0%,
e5f59d88afe0cf44f3476890e99cbb5f,4541.00,4541.00,0%,
3aad3525aba2c412d17c861611eedf36,500.00,500.00,0%,
206979e8b9f6aefc4986467e9cfb71ed,795.00,795.00,0%,
730ada76e446018ba965564a80a7e811,695.00,695.00,0%,
91459f8c86803d2aafd2b37514546aad,999.00,349.00,65.07%,
d9b32bde729f7994e5dd62a3c9a724ea,695.00,695.00,0%,
51466452976be815ae88aa3d2727c3f8,300.00,280.00,6.67%,
af7a5000deceb9f5a9473931982b785e,200.00,150.00,25.0%,
b10d2b592945c260f0d2167213d72282,129.00,129.00,0%,
98aceaadee16cff9a4fb9d41607c1ef0,6400.00,6400.00,0%,
8171b1b1eeaf05b927f0fa486c6edf45,100.00,95.00,5.0%,
0f9e78a97d6dfd8e728d2330268a9036,1499.00,749.00,50.03%,
65d0b85c74fdca31097303df49adf147,499.00,340.00,31.86%,
15a97ef395b4ca5fba70266b8e572146,754.00,448.00,40.58%,
b5aeef4f2189eab3d7f15aa92a6431f7,4100.00,4100.00,0%,
b26cf7ddcf56b465ea8e5a3a25162995,126.00,126.00,0%,
8dc9c068a337babe8dcb905bcc6a9619,3682.00,3682.00,0%,
e1061aa239a37d6233a24f6b286cbfb7,2000.00,400.00,80.0%,
3593c15c9520463b12d935cdb6fa6b54,599.00,199.00,66.78%,
0966e1309ae393479c0a165a76da96fc,117.00,105.00,10.26%,
62ff655016aece636a5d03badb6f06ea,2059.00,2059.00,0%,
5e41c4f68e27fc03e72656d739f60c9c,2816.00,1609.00,42.86%,
29161a1ace4f7e2afc285081113d1d80,2500.00,2500.00,0%,
e61712f19e2907f05bb18ee3ef010b95,16277.00,5275.00,67.59%,
e307c23000292c2f7e411b2711ef25b7,2317.00,1228.00,47.0%,
089669069b5335d295c4fe7ea0f29cf9,1145.00,1145.00,0%,
b6514dc2a94ed4c8257455c92842893c,,,,
af00397ebf1878bb916fa80342b741ef,220.00,220.00,0%,
5dc40d606865da739f185f07871119e3,899.00,899.00,0%,
8eef6e3d80bf2ea82e38fda180832fc5,749.00,549.00,26.7%,
643f641725bce73ccd48481683a16a4f,695.00,695.00,0%,
8a1ced97204e6be7af533aef08d277a0,250.00,250.00,0%,
92c571f8ca580b16a1dd597e85d9945f,1599.00,1599.00,0%,
25048335235489f26c48e1f501263a47,450.00,299.00,33.56%,
e3d4bfad7abd31e1c8e517f2696c7bbc,349.00,249.00,28.65%,
b1ff757c722427af8ad52b34868f0af8,3990.00,1490.00,62.66%,
972d831d60a01a348999432f5cc75887,999.00,999.00,0%,
1ea3e9cb4bb0256d7de279c48d9b728d,1499.00,1199.00,20.01%,
2601ac449d28f7df29f721fd5ca7d973,270.00,270.00,0%,
84fac12bc7c2ecf7c4bceabf0d091e52,695.00,695.00,0%,
bc2546f614e11827f78e952ccf35a313,2895.00,1550.00,46.46%,
535b7c97578c45771ca7145f4adfce58,2399.00,2399.00,0%,
45db7248f884cd7a72cfd69769f1b434,943.00,574.00,39.13%,
0a9677accadd5e35f32f9bb1d2009ed1,40.00,39.00,2.5%,
12dc51b5ca8d4a12960f925f3d958d96,4260.00,3549.00,16.69%,
dbb4539758e935aaef8c858054c1e0fa,230.00,161.00,30.0%,
32149840861ea15fde298aa536529180,2038.00,1772.00,13.05%,
1859d9a96db47119a13ba454281787d1,420.00,399.00,5.0%,
80a3b71ba5ce007692adc2898648667e,3520.00,3520.00,0%,
6762669b0701748ca6556b7e21e9161e,5871.00,3355.00,42.85%,
4384511c2b28cbb7d6530e734a87ab14,5790.00,4451.00,23.13%,
46d599f6383f10374870be293814b0cd,300.00,300.00,0%,
cf34014b37f0a850ccf951897ba73d6f,10091.00,7772.00,22.98%,
a00dcb3482ead505adb48e6319f6c781,699.00,699.00,0%,
a8d249d05c692a188cf806cada267215,199.00,189.00,5.03%,
376c5be73d634f32f2f3d98a701acafa,450.00,199.00,55.78%,
efaf56ef74edd82bba3d0c0aca180f98,8493.00,6794.00,20.0%,
53f14888102234ebafb7396022894bf7,2294.00,1311.00,42.85%,
0f01eec8058c33c77d9e8372adcf3684,6849.00,6849.00,0%,
aa505b67ea995b5542b36dfe5ea21dba,3599.00,3599.00,0%,
50544257ba6690d7ed612305c87c9c77,189.00,151.00,20.11%,
3aca08cac058de9f5e7f302e6dab3aa6,8925.00,7140.00,20.0%,
ee92b483bc9b000448d84145b92cd089,3049.00,3049.00,0%,
9cd929ab67264683d8810adb84a8a4a2,1680.00,1680.00,0%,
15d0c602987fb2266e281f2e8e72e63e,3200.00,3200.00,0%,
1c01b46e0087e69d4eba460f2016ee1e,9353.00,7482.00,20.0%,
d15662dc0a9b40f880bcc3321a4915ad,4499.00,3296.00,26.74%,
f793352838ba0bc1c9f60c9ad3a59a4f,4170.00,4170.00,0%,
cc3fd0bc268cf2618bb27ba8ed9b89f9,200.00,200.00,0%,
3187b3a2a795c1723c49c3fdfa8f04c5,7469.00,4479.00,40.03%,
ae7c097493c5535d565d047bf7d9c150,1368.57,877.55,35.88%,
2383bd4efe32991acc6a4543d25d8dfc,399.00,399.00,0%,
c9de3056ddb16299f0ac6ea71a1457bd,7804.00,7804.00,0%,
6dff728bea0bb56afdf6234d16caee60,79.00,79.00,0%,
194f83eab4c16ffcef80931b19afd2b2,1086.00,598.00,44.94%,
8e9ac03eb92c2a23d1553f59a0ae97f3,3200.00,3200.00,0%,
0442da3a68e872926e37fcdcba2c6d0d,3139.00,3139.00,0%,
99c140f8d34dade516490b96d5880b01,3200.00,3200.00,0%,
a159a50e8ccb4e16276e43384df4759b,11813.00,9450.00,20.0%,
acea5ac83cb8beca96cf941000e82188,2899.00,2899.00,0%,
14f943e05a8d36110e97c6f2e80d4537,255.00,255.00,0%,
bed7a26291071d60d8eb5292bedea4f9,749.00,189.00,74.77%,
9a8cffcbdcf753736221482ae384162c,395.00,319.00,19.24%,
74fe65bb643aba84feff8d8c8d78f791,899.00,749.00,16.69%,
6c8c32f8980a392f0ff08ecde4b3f22d,500.00,269.00,46.2%,
fa1a5db807e894ec8659c74918e9c701,2199.00,799.00,63.67%,
403713ecd0736a4af9fd7269f2bac42e,440.00,440.00,0%,
0b6c294d681f56e59d0ed25c85243688,9499.00,7953.00,16.28%,
548e9644b713ec3b40e1d187dddf9caa,199.00,199.00,0%,
41fb0b9765160d0da9b3595292008b93,9948.00,7958.00,20.0%,
1822684cb236b1f3aa6fdaa3b64b1572,8439.00,5059.00,40.05%,
7c888b4b90bf0bd2d4d118e666d9de4f,3862.00,3862.00,0%,
9c3505dc51c4c32a9f6f540df1b273e8,1580.00,1374.00,13.04%,
b354dc65246ecbbb783a52e3cd65449c,285.00,270.00,5.26%,
429779c8a32d144b0d78497d0ed74084,1499.00,744.00,50.37%,
6ac5a993a93fd9e0985b1a93a5bb1394,180.00,144.00,20.0%,
81ce61975ed4314aa433c947cd7c7467,7973.00,4556.00,42.86%,
45ee18125b40ad2549e8288f176f86c2,16349.00,9899.00,39.45%,
647ab86bfd4edf149b814f0f78a5d399,240.00,233.00,2.92%,
99bf9f4d8355a6ae957a27c3235b33c7,1686.00,1686.00,0%,
eec21439297253bf4d4e90b9147a5da2,3431.44,3431.44,0%,
b9ab1d75a57654d51082f13c119e2a02,3400.00,3400.00,0%,
18b32d01693dbb3eee1bd9a1abd25eeb,499.00,499.00,0%,
feb41a78b287869c93bbba5f5e20f1bb,1301.00,700.00,46.2%,
6c7e158fe993ad109d9b6343e8dfaa11,1190.00,1190.00,0%,
17ae77be062f06449ed0d19e9ba94cf1,600.00,600.00,0%,
072840073a0ba1721565a57f35dfd124,999.00,441.00,55.86%,
b6ca906940d4176a319dd4b10fef654a,2723.00,1466.00,46.16%,
36290a10f3c6aa81136c950e47ee2825,60.00,60.00,0%,
62b6965f67c9916f5ae18ee428e1ed6a,6499.00,4899.00,24.62%,
3ee57badbf80ee34d97af04d3c41a8f4,2659.00,2659.00,0%,
9b2be14cec10540eeabaecbdef99e2ff,270.00,270.00,0%,
90f094a71debc1cecf9c5940eea04b0a,398.00,199.00,50.0%,
7116b27b26327d1e1bd972b1a36cb985,3097.00,3097.00,0%,
ee82345dc9face36dab993451c1c1cc3,1173.00,743.00,36.66%,
5bcd3805f8a298f3e85cdefcbde19420,10770.00,5785.00,46.29%,
40de84bb675aebc41bbed08d8f0be02c,999.00,898.00,10.11%,
6da57a9b66d2fa808204fbc0b7878161,999.00,798.00,20.12%,
66ed51d4ff446306b064dadd9ffb7962,5811.00,4470.00,23.08%,
829f373005218c964d381cc77c04b236,999.00,219.00,78.08%,
031982f42aa5241f8f206a830a3ce562,3974.00,3974.00,0%,
b003cffe13c42f1d26d2c688f3b57e69,300.00,250.00,16.67%,
62e352a5a88fc4bcc2fd956d828c18fd,3018.00,3018.00,0%,
cc05cf2e7f8940d3da6da40c1bafaf78,4443.00,3554.00,20.01%,
5a7fa17ec8ebde921c193008022daa81,1100.00,699.00,36.45%,
f024b531e54595a882f8500a39f5a4fa,249.00,249.00,0%,
73d2e7a13011f6a13bf6a89e10413d79,7050.00,5307.00,24.72%,
591327cb901209ad38e2e0c21303bd6d,3318.00,2654.00,20.01%,
f4ef1df95932ee855d7a0b5c72c00357,995.00,995.00,0%,
cb13d6ddf4829381e85b4b08bde3d857,12749.00,7849.00,38.43%,
beb1562d19fd28b3b0abd1470d9a4730,210.00,150.00,28.57%,
ad6b358f9a9be374f4091dc23974d1df,1999.00,988.00,50.58%,
2b618236892c44f12567a8ef3e699fd4,2389.00,2389.00,0%,
5a4101234e2baee01db6da2f12f8ab38,1383.00,1178.00,14.82%,
f30fe8fca3cb016c0bbee5e1ac49f611,381.00,381.00,0%,
6d8100eb6e2e982483fa8e51b790e3ef,449.00,439.00,2.23%,
b233e25da549f0ce3aec26c5c1ef00dd,3465.00,3465.00,0%,
83a4f37a7d74907080f92aaae79ac56f,10339.00,6200.00,40.03%,
db8ab7959a343bc9a375cfd74bc942ec,228.00,207.00,9.21%,
c9cf234ffd46cfb29de6b7e73855205c,9619.00,9619.00,0%,
e62ddf6eed13c162ade41411cc2eaa61,8664.00,8664.00,0%,
c6244aea0dd7013eaa47bf5d48bc3a07,21897.00,7299.00,66.67%,
d09fc9edf1ce6905e80b1fc334ae1197,2699.00,1699.00,37.05%,
dac0f2b553ced8f05ab6e13d39c75c97,99.00,94.05,5.0%,
2e1bc109bacee940dfa748ae53a465fa,1921.00,1098.00,42.84%,
6abc62b1b279bfe5aed08cbd587b00a8,7924.00,7924.00,0%,
6dd59727581d7a4aaafb5ab09c1e4366,227.00,227.00,0%,
f71238e22671263dc6b6289c0b516fd6,435.00,435.00,0%,
0d9c60d293e0cfcd43871f6e4a8e1ff0,4499.00,4145.00,7.87%,
2db0f5c4133c17d55e856c0380b5c19a,199.00,199.00,0%,
99a3aed559c0f5526a8f603b606f6467,699.00,297.00,57.51%,
926eb3efb009b524b555c6f368ecd517,1199.00,875.00,27.02%,
e92b2e94cce7fe4547bb66553be83f86,8891.00,6971.00,21.59%,
8ca238204e376d1b94dbdcc55e341521,400.00,373.00,6.75%,
3f9df56040667c2d042d6db632e23f4a,7999.00,7935.00,0.8%,
66386427176bb7f439809718519eb80f,159.00,159.00,0%,
e420b9c64f8e7fc77960a4b2f34c8a7e,695.00,695.00,0%,
9a3b808500f54366ad4f86afac381b63,200.00,120.00,40.0%,
75f40f24353cf886eb912d42d2735592,660.00,538.00,18.48%,
11dc2d0df70fb77153416c3f71ac70b3,8006.00,6405.00,20.0%,
